=== Minecraft Coder Pack 2.9 === 
*** Compiling Minecraft 
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RecipesCrafting.class]
[checking net.minecraft.src.RecipesDyes]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RecipesDyes.class]
[checking net.minecraft.src.RecipesFood]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RecipesFood.class]
[checking net.minecraft.src.RecipesIngots]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RecipesIngots.class]
[checking net.minecraft.src.RecipeSorter]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RecipeSorter.class]
[checking net.minecraft.src.RecipesTools]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RecipesTools.class]
[checking net.minecraft.src.RecipesWeapons]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RecipesWeapons.class]
[checking net.minecraft.src.RedstoneUpdateInfo]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RedstoneUpdateInfo.class]
[checking net.minecraft.src.RegionFile]
[loading java\io\ByteArrayInputStream.class(java\io:ByteArrayInputStream.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RegionFile.class]
[checking net.minecraft.src.RegionFileCache]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RegionFileCache.class]
[checking net.minecraft.src.RegionFileChunkBuffer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RegionFileChunkBuffer.class]
[checking net.minecraft.src.RenderArrow]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderArrow.class]
[checking net.minecraft.src.RenderBiped]
[checking net.minecraft.src.RenderLiving]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderLiving.class]
[checking net.minecraft.src.RenderBoat]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderBoat.class]
[checking net.minecraft.src.RenderChicken]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderChicken.class]
[checking net.minecraft.src.RenderCow]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderCow.class]
[checking net.minecraft.src.RenderCreeper]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderCreeper.class]
[checking net.minecraft.src.RenderDog]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderDog.class]
[checking net.minecraft.src.RenderEntity]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderEntity.class]
[checking net.minecraft.src.RenderFallingSand]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderFallingSand.class]
[checking net.minecraft.src.RenderFireball]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderFireball.class]
[checking net.minecraft.src.RenderFish]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderFish.class]
[checking net.minecraft.src.RenderGhast]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderGhast.class]
[checking net.minecraft.src.RenderHelper]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderHelper.class]
[checking net.minecraft.src.RenderMinecart]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderMinecart.class]
[checking net.minecraft.src.RenderPainting]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderPainting.class]
[checking net.minecraft.src.RenderPig]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderPig.class]
[checking net.minecraft.src.RenderPlayer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderPlayer.class]
[checking net.minecraft.src.RenderSheep]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderSheep.class]
[checking net.minecraft.src.RenderSlime]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderSlime.class]
[checking net.minecraft.src.RenderSnowball]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderSnowball.class]
[checking net.minecraft.src.RenderSorter]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderSorter.class]
[checking net.minecraft.src.RenderSpider]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderSpider.class]
[checking net.minecraft.src.RenderSquid]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderSquid.class]
[checking net.minecraft.src.RenderTNTPrimed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderTNTPrimed.class]
[checking net.minecraft.src.RenderZombieSimple]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderZombieSimple.class]
[checking net.minecraft.src.SaveConverterMcRegion]
[checking net.minecraft.src.SaveFormatOld]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SaveFormatOld.class]
[checking net.minecraft.src.SaveFormatComparator]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SaveFormatComparator.class]
[checking net.minecraft.src.SaveHandler]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SaveHandler.class]
[checking net.minecraft.src.SaveHandlerMP]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SaveHandlerMP.class]
[checking net.minecraft.src.SaveOldDir]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SaveOldDir.class]
[checking net.minecraft.src.ScaledResolution]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ScaledResolution.class]
[checking net.minecraft.src.ScreenShotHelper]
[loading java\awt\image\RenderedImage.class(java\awt\image:RenderedImage.class)]
[loading java\awt\image\WritableRenderedImage.class(java\awt\image:WritableRenderedImage.class)]
[loading javax\imageio\stream\ImageOutputStream.class(javax\imageio\stream:ImageOutputStream.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ScreenShotHelper.class]
[checking net.minecraft.src.SdkZcEntityBullet]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcEntityBullet.class]
[checking net.minecraft.src.SdkZcItemGun]
[checking net.minecraft.src.SdkZcItemCustomUseDelay]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcItemCustomUseDelay.class]
[checking net.minecraft.src.SdkZcEntityBulletCasing]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcEntityBulletCasing.class]
[checking net.minecraft.src.SdkZcEntityBulletCasingShell]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcEntityBulletCasingShell.class]
[checking net.minecraft.src.SdkZcEntityBulletFlame]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcEntityBulletFlame.class]
[checking net.minecraft.src.SdkZcEntityBulletRay]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcEntityBulletRay.class]
[checking net.minecraft.src.SdkZcEntityBulletRocket]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcEntityBulletRocket.class]
[checking net.minecraft.src.SdkZcEntityBulletShot]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcEntityBulletShot.class]
[checking net.minecraft.src.SdkZcEntityGrenade]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcEntityGrenade.class]
[checking net.minecraft.src.SdkZcEntityGrenadeStun]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcEntityGrenadeStun.class]
[checking net.minecraft.src.SdkZcItemBulletFlamethrower]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcItemBulletFlamethrower.class]
[checking net.minecraft.src.SdkZcItemCustomStackSize]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcItemCustomStackSize.class]
[checking net.minecraft.src.SdkZcItemGrenadeStun]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcItemGrenadeStun.class]
[checking net.minecraft.src.SdkZcItemGunFlamethrower]
[checking net.minecraft.src.SdkZcItemGunKar98k]
[checking net.minecraft.src.SdkZcItemGunM1911]
[checking net.minecraft.src.SdkZcItemGunM1Garand]
[checking net.minecraft.src.SdkZcItemGunMp40]
[checking net.minecraft.src.SdkZcItemGunPanzerfaust]
[checking net.minecraft.src.SdkZcItemGunRayGun]
[checking net.minecraft.src.SdkZcItemGunTrenchgun]
[checking net.minecraft.src.SdkZcRenderBullet]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcRenderBullet.class]
[checking net.minecraft.src.SdkZcRenderBulletCasing]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcRenderBulletCasing.class]
[checking net.minecraft.src.SdkZcRenderBulletCasingShell]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcRenderBulletCasingShell.class]
[checking net.minecraft.src.SdkZcRenderBulletFlame]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcRenderBulletFlame.class]
[checking net.minecraft.src.SdkZcRenderBulletRay]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcRenderBulletRay.class]
[checking net.minecraft.src.SdkZcRenderBulletRocket]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcRenderBulletRocket.class]
[checking net.minecraft.src.SdkZcRenderBulletShot]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcRenderBulletShot.class]
[checking net.minecraft.src.SdkZcTools]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcTools.class]
[checking net.minecraft.src.ShapedRecipes]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ShapedRecipes.class]
[checking net.minecraft.src.ShapelessRecipes]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ShapelessRecipes.class]
[checking net.minecraft.src.SignModel]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SignModel.class]
[checking net.minecraft.src.SlotArmor]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SlotArmor.class]
[checking net.minecraft.src.SlotCrafting]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SlotCrafting.class]
[checking net.minecraft.src.SpawnerAnimals]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SpawnerAnimals.class]
[checking net.minecraft.src.StepSoundSand]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\StepSoundSand.class]
[checking net.minecraft.src.StepSoundStone]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\StepSoundStone.class]
[checking net.minecraft.src.StringTranslate]
[loading java\util\Locale.class(java\util:Locale.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\StringTranslate.class]
[checking net.minecraft.src.Teleporter]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Teleporter.class]
[checking net.minecraft.src.TerrainTextureManager]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TerrainTextureManager.class]
[checking net.minecraft.src.TextureCompassFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TextureCompassFX.class]
[checking net.minecraft.src.TextureFlamesFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TextureFlamesFX.class]
[checking net.minecraft.src.TextureLavaFlowFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TextureLavaFlowFX.class]
[checking net.minecraft.src.TexturePackCustom]
[loading java\util\zip\ZipException.class(java\util\zip:ZipException.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TexturePackCustom.class]
[checking net.minecraft.src.TexturePackDefault]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TexturePackDefault.class]
[checking net.minecraft.src.TexturePortalFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TexturePortalFX.class]
[checking net.minecraft.src.TextureWatchFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TextureWatchFX.class]
[checking net.minecraft.src.TexureWaterFlowFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TexureWaterFlowFX.class]
[checking net.minecraft.src.ThreadConnectToServer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ThreadConnectToServer.class]
[checking net.minecraft.src.ThreadDownloadImage]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ThreadDownloadImage.class]
[checking net.minecraft.src.ThreadRunIsoClient]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ThreadRunIsoClient.class]
[checking net.minecraft.src.ThreadSleepForever]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ThreadSleepForever.class]
[checking net.minecraft.src.TileEntityChest]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TileEntityChest.class]
[checking net.minecraft.src.TileEntityMobSpawner]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TileEntityMobSpawner.class]
[checking net.minecraft.src.TileEntityMobSpawnerRenderer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TileEntityMobSpawnerRenderer.class]
[checking net.minecraft.src.TileEntityMobSpawnerWave]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TileEntityMobSpawnerWave.class]
[checking net.minecraft.src.TileEntityNote]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TileEntityNote.class]
[checking net.minecraft.src.TileEntitySignRenderer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TileEntitySignRenderer.class]
[checking net.minecraft.src.WorldBlockPositionType]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldBlockPositionType.class]
[checking net.minecraft.src.WorldChunkManagerHell]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldChunkManagerHell.class]
[checking net.minecraft.src.WorldGenBigTree]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenBigTree.class]
[checking net.minecraft.src.WorldGenCactus]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenCactus.class]
[checking net.minecraft.src.WorldGenClay]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenClay.class]
[checking net.minecraft.src.WorldGenDungeons]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenDungeons.class]
[checking net.minecraft.src.WorldGenFire]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenFire.class]
[checking net.minecraft.src.WorldGenFlowers]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenFlowers.class]
[checking net.minecraft.src.WorldGenForest]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenForest.class]
[checking net.minecraft.src.WorldGenHellLava]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenHellLava.class]
[checking net.minecraft.src.WorldGenLakes]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenLakes.class]
[checking net.minecraft.src.WorldGenLightStone1]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenLightStone1.class]
[checking net.minecraft.src.WorldGenLightStone2]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenLightStone2.class]
[checking net.minecraft.src.WorldGenLiquids]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenLiquids.class]
[checking net.minecraft.src.WorldGenMinable]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenMinable.class]
[checking net.minecraft.src.WorldGenPumpkin]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenPumpkin.class]
[checking net.minecraft.src.WorldGenReed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenReed.class]
[checking net.minecraft.src.WorldGenTaiga1]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenTaiga1.class]
[checking net.minecraft.src.WorldGenTaiga2]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenTaiga2.class]
[checking net.minecraft.src.WorldGenTrees]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenTrees.class]
[checking net.minecraft.src.WorldProviderHell]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldProviderHell.class]
[checking Start]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\Start.class]
[checking gq]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\gq.class]
[checking net.minecraft.src.GuiScreen]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiScreen.class]
[checking net.minecraft.src.EntityPlayer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityPlayer.class]
[checking net.minecraft.src.EntityLiving]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityLiving.class]
[checking net.minecraft.src.NetClientHandler]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NetClientHandler.class]
[checking net.minecraft.src.EntityPlayerSP]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityPlayerSP.class]
[checking net.minecraft.src.ModelBiped]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelBiped.class]
[checking net.minecraft.src.TextureWaterFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TextureWaterFX.class]
[checking net.minecraft.src.NBTTagCompound]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagCompound.class]
[checking net.minecraft.src.Packet1Login]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet1Login.class]
[checking net.minecraft.src.RenderItem]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderItem.class]
[checking net.minecraft.src.NoiseGeneratorOctaves2]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NoiseGeneratorOctaves2.class]
[checking net.minecraft.src.BlockLeaves]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockLeaves.class]
[checking net.minecraft.src.BlockPortal]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockPortal.class]
[checking net.minecraft.src.BlockChest]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockChest.class]
[checking net.minecraft.src.BlockFlowing]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockFlowing.class]
[checking net.minecraft.src.BlockGravel]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockGravel.class]
[checking net.minecraft.src.BlockObsidian]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockObsidian.class]
[checking net.minecraft.src.BlockRedstoneTorch]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockRedstoneTorch.class]
[checking net.minecraft.src.EntityAnimals]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityAnimals.class]
[checking net.minecraft.src.EntityCreature]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityCreature.class]
[checking net.minecraft.src.EntityChicken]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityChicken.class]
[checking net.minecraft.src.EntityClientPlayerMP]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityClientPlayerMP.class]
[checking net.minecraft.src.EntityCow]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityCow.class]
[checking net.minecraft.src.EntityCreeper]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityCreeper.class]
[checking net.minecraft.src.EntityMobs]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityMobs.class]
[checking net.minecraft.src.EntityDog]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityDog.class]
[checking net.minecraft.src.EntityFlying]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityFlying.class]
[checking net.minecraft.src.EntityFriend]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityFriend.class]
[checking net.minecraft.src.EntityGhast]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityGhast.class]
[checking net.minecraft.src.EntityOtherPlayerMP]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityOtherPlayerMP.class]
[checking net.minecraft.src.EntityPig]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityPig.class]
[checking net.minecraft.src.EntityPigZombie]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityPigZombie.class]
[checking net.minecraft.src.EntityZombie]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityZombie.class]
[checking net.minecraft.src.EntitySheep]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySheep.class]
[checking net.minecraft.src.EntitySkeleton]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySkeleton.class]
[checking net.minecraft.src.EntitySlime]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySlime.class]
[checking net.minecraft.src.EntitySpider]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySpider.class]
[checking net.minecraft.src.EntitySquid]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySquid.class]
[checking net.minecraft.src.EntityWaterMob]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityWaterMob.class]
[checking net.minecraft.src.EntityZombieSimple]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityZombieSimple.class]
[checking net.minecraft.src.GuiChat]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiChat.class]
[checking net.minecraft.src.GuiChest]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiChest.class]
[checking net.minecraft.src.GuiContainer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiContainer.class]
[checking net.minecraft.src.GuiConflictWarning]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiConflictWarning.class]
[checking net.minecraft.src.GuiConnectFailed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiConnectFailed.class]
[checking net.minecraft.src.GuiConnecting]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiConnecting.class]
[checking net.minecraft.src.GuiControls]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiControls.class]
[checking net.minecraft.src.GuiCrafting]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiCrafting.class]
[checking net.minecraft.src.GuiCreateWorld]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiCreateWorld.class]
[checking net.minecraft.src.GuiDispenser]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiDispenser.class]
[checking net.minecraft.src.GuiDownloadTerrain]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiDownloadTerrain.class]
[checking net.minecraft.src.GuiEditSign]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiEditSign.class]
[checking net.minecraft.src.GuiFurnace]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiFurnace.class]
[checking net.minecraft.src.GuiGameOver]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiGameOver.class]
[checking net.minecraft.src.GuiIngameMenu]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiIngameMenu.class]
[checking net.minecraft.src.GuiInventory]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiInventory.class]
[checking net.minecraft.src.GuiMainMenu]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiMainMenu.class]
[checking net.minecraft.src.GuiMultiplayer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiMultiplayer.class]
